city,collection,title,manifest_url
Hunchun,Internet Archive,CIA Reading Room cia-rdp80-00809a000600340043-6: REPORTS ADVANCES IN RADIO BROADCASTING,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp80-00809a000600340043-6/manifest.json
Jinan,David Rumsey Map Collection,"Carte de L'Asie, D'apres les meilleurs materiaux. Bruxelles Etablissement Géographique. Fondé par Ph. Vandermaelen.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~383175~90149066/manifest
Jinan,David Rumsey Map Collection,"Covers: Carte de L'Asie, D'apres les meilleurs materiaux. Bruxelles Etablissement Géographique. Fondé par Ph. Vandermaelen.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~383174~90149064/manifest
Jinan,Bibliothèque nationale de France (BnF) / Gallica,Province de Chan-toung : 10 feuilles de cartes particulières formant 1 ½ grandes feuilles,https://gallica.bnf.fr/iiif/ark:/12148/btv1b55005269p/manifest.json
Jinan,Bibliothèque nationale de France (BnF) / Gallica,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Jinan,Bibliothèque nationale de France (BnF) / Gallica,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Jinan,Bibliothèque nationale de France (BnF) / Gallica,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
Jinan,Bibliothèque nationale de France (BnF) / Gallica,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre. Tome 1",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1505502g/manifest.json
Jinan,Digital Commonwealth,,https://www.digitalcommonwealth.org/search/commonwealth:3f4638258/manifest
Jinan,David Rumsey Map Collection,Shantung. Stanford's Geographical Establishment,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~291050~90062603/manifest
Jinan,David Rumsey Map Collection,"2. Shantung, China.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288144~90059552/manifest
Jinan,David Rumsey Map Collection,Covers: Philips' commercial map of China,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~350060~90117442/manifest
Jinan,David Rumsey Map Collection,Philips' commercial map of China,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~350061~90117441/manifest
Jinan,Internet Archive,CIA Reading Room cia-rdp78-01617a005700010009-9: A SURVEY OF THE WORLD ANTIMONY SITUATION,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp78-01617a005700010009-9/manifest.json
Jining,David Rumsey Map Collection,41. a. Dongchang. b. Wucheng (Prov. Shandong). c. Linqing. d. Jinging,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~297115~90068657/manifest
Jining,Internet Archive,Salivary gland cytology : a color atlas,https://iiif.archivelab.org/iiif/salivaryglandcyt0000unse/manifest.json
Jining,Digital Commonwealth,,https://www.digitalcommonwealth.org/search/commonwealth:fq977w079/manifest
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Thibet ou Bout-tan et des pays de Kashgar et Hami / dressée sur les cartes et mémoires des RR PP Jésuites de la Chine et accordée avec la situation constante de quelques pays voisins par le Sr. d'Anville,...",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5963120b/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Tibet ou Bout-tan et des pays de Kashgar et Hami / dressée sur les cartes et mémoires des RR PP Jésuites de la Chine et accordée avec la situation constante de quelques pays voisins par le Sr. d'Anville,... ; Guélard fecit",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5963119p/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Tibet ou Bout-tan et des Pays de Kashgar et Hami. Dressée sur les Cartes et Memoires des RR PP Jesuites de la Chine et accordée avec la situation constante de quelques pays voisins / Par le Sr d'Anville, ... ; Gravé par Delahaye",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53027528j/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Tibet ou Bout-tan et des pays de Kashgar et Hami / dressée sur les cartes et mémoires des RR PP Jésuites de la Chine et accordée avec la situation constante de quelques pays voisins par le Sr. d'Anville,... ; Gravé par Delahaye ; Guélard fecit",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5973039c/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Carte générale du Tibet ou Bouttan et des pays de Kashgar et Hami / dressée par le S[ieu]r d'Anville geographe ord[inai]re du roi,https://gallica.bnf.fr/iiif/ark:/12148/btv1b530091622/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte la plus Générale et qui comprend la Chine, la Tartarie Chinoise et le Tibet / Dressée sur les cartes particulières des RR. PP. Jésuites, par le Sr. d'Anville qui y a joint le pays compris entre Kashgar et la Mer Caspienne tiré des géographes et des historiens orientaux ; Delahaye sculpsit géogr. ; Humblot In. ; Guélard sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5973041f/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte la plus Générale et qui comprend la Chine, la Tartarie Chinoise et le Tibet / Dressée sur les cartes particulières des RR. PP. Jésuites, par le Sr. d'Anville qui y a joint le pays compris entre Kashgar et la Mer Caspienne tiré des géographes et des historiens orientaux ; Delahaye sculpsit géogr. ; Humblot In. ; Guélard sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5962717m/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"[Quart inférieur gauche de la] Carte la plus Générale et qui comprend la Chine, la Tartarie Chinoise et le Tibet / Dressée sur les cartes particulières des RR. PP. Jésuites, par le Sr. d'Anville, ... qui y a joint le pays compris entre Kashgar et la Mer Caspienne tiré des géographes et des historiens orientaux ; Delahaye sculpsit ; Humblot in. ; Guélard sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b84908751/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Cartes particulières du Tibet / [d'Anville],https://gallica.bnf.fr/iiif/ark:/12148/btv1b59631225/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Tibet ou Bout-tan et des Pays de Kashgar et Hami. Dressée sur les Cartes et Memoires des RR PP Jesuites de la Chine et accordée avec la situation constante de quelques pays voisins / Par le Sr d'Anville, ... ; Gravé par Delahaye",https://gallica.bnf.fr/iiif/ark:/12148/btv1b84929416/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte générale du Tibet ou Bout-tan et des Pays de Kashgar et Hami. Dressée sur les Cartes et Memoires des RR PP Jesuites de la Chine et accordée avec la situation constante de quelques pays voisins / Par le Sr d'Anville, ... ; Gravé par Delahaye",https://gallica.bnf.fr/iiif/ark:/12148/btv1b530275540/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte la plus Générale et qui comprend la Chine, la Tartarie Chinoise et le Tibet / Dressée sur les cartes particulières des RR. PP. Jésuites, par le Sr. d'Anville qui y a joint le pays compris entre Kashgar et la Mer Caspienne tiré des géographes et des historiens orientaux ; Delahaye sculpsit géogr. ; Humblot In. ; Guélard sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53083354q/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Carte générale du Tibet ou Bouttan et des pays de Kashgar et Hami : dressée sur les cartes et mémoires des RR. PP. jésuites de la Chine et accordée avec la situation constante de quelques pays voisins / par le S[ieu]r d'Anville geographe ord[inai]re du roi,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53008987t/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Carte la plus générale et qui comprend la Chine, la Tartarie Chinoise et le Tibet / dressée sur les cartes particulières des RRPP Jésuites par le Sr. D'Anville... qui y a joint le pays compris entre Kashgar et la Mer Caspienne tiré des géographes et historiens orientaux ; Delahaye sculpsit Geogr.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53083428n/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"[Cartes]. Plan russe au 1/420 000 de la région située immédiatement au sud de Kachgar, 1888",https://gallica.bnf.fr/iiif/ark:/12148/btv1b108701978/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan du port de Cassis,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10850661m/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassis et environs / [Bellin],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8592139m/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassis et de ses environs,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532778312/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassis et du Port Miou / Gaulette,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53277833z/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassÿ et Port Miou / D. Laisné portugratiae fecit et delineavit,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532779050/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassys et de Port Miou près Marseille / La Roche,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53277862r/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan du port de Cassis en Provence / par Jacques Ayrouard pilote real,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8592141p/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan du port de Cassis,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532778636/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassys et de Port Miou près de Marseille / Cornillon,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53277832h/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Côtes de France : départemens des Bouches du Rhône et du Var, depuis Cassis jusqu'au cap Sicié : d'après plusieurs plans levés par Verguin en 1743, et par les ingénieurs des Camps et Armées en 1777 et 1778, assujettis aux Triangles de la Carte de France / Publié [...] au Dépôt des Cartes et Plans de la Marine",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53277904j/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,Plan de Cassÿ et Port Miou / D. Laisné portugratiae fecit et delineavit,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532779300/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Plan graphique expédié de la ville de Cassis, tiré d'un photoplan redressé / exécuté par la Société Générale de Photo-topographie",https://gallica.bnf.fr/iiif/ark:/12148/btv1b532627770/manifest.json
Kashgar,Bibliothèque nationale de France (BnF) / Gallica,"Côtes de France : départemens des Bouches du Rhône et du Var, depuis Cassis jusqu'au cap Sicié : d'après plusieurs plans levés par Verguin en 1743, et par les ing[énieu]rs des Camps et Armées en 1777 et 1778, assujettis aux Triangles de la Carte de France / Dressées au Dépôt des Cartes et Plans de la Marine",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53277835v/manifest.json
Kashgar,Internet Archive,CIA Reading Room cia-rdp80-00809a000700030010-5: JAPANESE PAPER DISCUSSES SINKIANG ATOMIC ENERGY PLANT REVIEWS SOVIET ENCROACHMENT IN SINKIANG AREA,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp80-00809a000700030010-5/manifest.json
Kashgar,Internet Archive,"Map of the Northern Part of the Punjab and of Kashmir, also of the frontiers of Ladak and Little Tibet: compiled from the Surveys of G.T. Vigne, Esq., Captain C. Wade, Lieuts. J. Anderson and H.M. Durand ... by J. Walker. Engraved by J. & C. Walker. Published by John Walker, Geographer to the East India Company, March 30th. 1846.",https://iiif.archivelab.org/iiif/dr_map-of-the-northern-part-of-the-punjab-and-of-kashmir-also-of-the-frontier-13305002/manifest.json
Kashgar,Internet Archive,Geographical Results of the Mission to Kashgar under Forsyth,https://iiif.archivelab.org/iiif/dli.pahar.0887/manifest.json
Kashgar,David Rumsey Map Collection,IIIe. Carte generale du Thibet,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~327624~90096168/manifest
Kashgar,David Rumsey Map Collection,Carte Generale du Thibet,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~327617~90096161/manifest
Kashgar,David Rumsey Map Collection,Precipitation,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~267119~90041606/manifest
Kashgar,David Rumsey Map Collection,Text: Asie.,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~267695~90042205/manifest
Kashgar,David Rumsey Map Collection,Section II. Chinese Turkistan. Plate 23,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~312779~90081986/manifest
Kashgar,David Rumsey Map Collection,"20. Sinkiang, China.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288162~90059570/manifest
Kashgar,David Rumsey Map Collection,"Carte la plus generale et qui comprend la Chine, la Tartarie Chinoise, et le Thibet",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~327598~90096144/manifest
Kashgar,David Rumsey Map Collection,Covers: Kashmi Punjab &c.,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~318388~90087286/manifest
Kashgar,David Rumsey Map Collection,Map of the Northern Part of the Punjab and of Kashmir,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~318389~90087285/manifest
Korla,Internet Archive,CIA Reading Room cia-rdp81-01036r000100090042-6: CHINESE PLANS FOR DEVELOPMENT IN SINGKIANG AND TURKESTAN,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp81-01036r000100090042-6/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,Carte de la Ville de Yun-Nan-fou. Echelle de 1 : 5 000 Calqué le 27 Août 1927 sur le plan appartenant au Consulat de Yunnanfou prêté à Mr Hud le 18 Mars 1927. Modifié le 14 Septembre 1927,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52508925k/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,Route de Yunnan-fou à Bhame (Birmanie). Itinéraire relevé par M. Jacques Faure en Juin-Juillet-Août 1901,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53195585f/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,(Tsouei sin Yun-nan cheng tch'eng kiai tao ts'iuen t'ou) [Plan le plus nouveau de la capitale de la province de Yun-nan. 1 : 3 200 environ],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502585g/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,La geographie universelle qui fait voir l'estat présent des 4 parties du monde c'est à dire les religions les coutumes & les richesses des peuples les forces & les gouvernements des estats Ce qui est de plus beau & de plus rare dans chaque region & autres particularités pour sçavoir l'histoire & I'interest des princes. On y a joint le traité du globe Par P. Du-Val geographe ordinaire du Roy. Premiere partie,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8726671v/manifest.json
Kunming,Bibliothèque nationale de France (BnF) / Gallica,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Kunming,David Rumsey Map Collection,[Situation Map of National Protection Movement]. 护国运动形势图. [Hu guo yun dong xing shi tu].,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~342436~90110575/manifest
Kunming,David Rumsey Map Collection,"[Untitled Map of the Red River (Song Hồng) Basin, extending from Hanoi Area to Lao Cai Province, Vietnam].",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~348340~90115900/manifest
Kunming,Internet Archive,"CIA Reading Room cia-rdp80-00809a000600300663-2: ANNOUNCES 1950 HIGHWAY CONSTRUCTION PLANS; RR COMPLETE BRIDGES, REPAIR SWITCHES",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp80-00809a000600300663-2/manifest.json
Lanzhou,David Rumsey Map Collection,"6. Kansu, China.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288148~90059556/manifest
Lanzhou,David Rumsey Map Collection,Karta Yuzhnoy Pogranichnoy Polosy Aziatskoy Rossii (Map of the Southern Border Region of Asiatic Russia).,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~314244~90083316/manifest
Lanzhou,Internet Archive,CIA Reading Room cia-rdp82-00457r003700340005-3: EXTENDING OF PEIPING-SUIYUAN RAILROAD TO LANCHOW,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r003700340005-3/manifest.json
Lanzhou,Internet Archive,A. VI. Geologische Aufnahme von Ludwig v. Loczy. Reiseroute des Grafen Bela Szechenyi in Ostasien 1877 bis 1880. Bearbeitet im K. K. Militar Geograf. Institut in Wien.,https://iiif.archivelab.org/iiif/dr_a-vi-geologische-aufnahme-von-ludwig-v-loczy-reiseroute-des-grafen-bela-11196006/manifest.json
Lanzhou,Internet Archive,C.I. Farbenerklarung. Atlas zur Reiseroute in Ost-Asien 1877 bis 1880 des Grafen Bela Szechenyi. Original Aufnahme vom Gustav Kreitner ... geografischer Theil 17 Blatter ; Geologische Karte von Ludwig v. Loczy ... 15 Blatter ; Ausgefuhrt im K. K. Militar-Geografischen Institut in Wien.,https://iiif.archivelab.org/iiif/dr_ci-farbenerklarung-atlas-zur-reiseroute-in-ost-asien-1877-bis-1880-des-g-11196018/manifest.json
Lanzhou,Internet Archive,C.I. Zeichen erklarung. Atlas zur Reiseroute in Ost-Asien 1877 bis 1880 des Grafen Bela Szechenyi. Original Aufnahme vom Gustav Kreitner ... geografischer Theil 17 Blatter ; Geologische Karte von Ludwig v. Loczy ... 15 Blatter ; Ausgefuhrt im K. K. Militar-Geografischen Institut in Wien.,https://iiif.archivelab.org/iiif/dr_ci-zeichen-erklarung-atlas-zur-reiseroute-in-ost-asien-1877-bis-1880-des-11196017/manifest.json
Lanzhou,Internet Archive,C.IV. Geologische Aufnahme von Ludwig v. Loczy. Reiseroute des Grafen Bela Szechenyi in Ostasien 1877 bis 1880. Bearbeitet im K. K. Militar Geograf. Institut in Wien.,https://iiif.archivelab.org/iiif/dr_civ-geologische-aufnahme-von-ludwig-v-loczy-reiseroute-des-grafen-bela-11196024/manifest.json
Lanzhou,David Rumsey Map Collection,Covers: Atlas zur Reiseroute in Ost-Asien 1877 bis 1880 des Grafen Bela Szechenyi,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311196~90080918/manifest
Lanzhou,David Rumsey Map Collection,B. I: Geographical map. Provinz Kansu,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311202~90080940/manifest
Lanzhou,David Rumsey Map Collection,E.IV. Geological map. Hupeh,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311227~90080963/manifest
Lanzhou,David Rumsey Map Collection,Routen - Profile I,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311230~90080965/manifest
Lanzhou,David Rumsey Map Collection,A. I: Geological map. Provinz Kansu,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311199~90080937/manifest
Lanzhou,David Rumsey Map Collection,B. IV: Geological map. Tibet,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311207~90080948/manifest
Lanzhou,David Rumsey Map Collection,B. V: Geographical map. Prov. Yunnan,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311208~90080943/manifest
Lanzhou,David Rumsey Map Collection,B. VI: Geographical map. Provinz Yunnan,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311210~90080942/manifest
Lanzhou,David Rumsey Map Collection,B. VI: Geologcial map. Provinz Yunnan,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311211~90080947/manifest
Lanzhou,David Rumsey Map Collection,C.IV. Geological map. Provinz Setschuen,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311219~90080956/manifest
Lianyungang,Bibliothèque nationale de France (BnF) / Gallica,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k324274q/manifest.json
Lianyungang,Internet Archive,T cell immunohistochemistry refines lung transplant acute rejection diagnosis and grading.,https://iiif.archivelab.org/iiif/pubmed-PMC3819020/manifest.json
Lianyungang,Internet Archive,Improvements of surgical techniques in a rat model of an orthotopic single lung transplant.,https://iiif.archivelab.org/iiif/pubmed-PMC3608166/manifest.json
Liaocheng,David Rumsey Map Collection,41. a. Dongchang. b. Wucheng (Prov. Shandong). c. Linqing. d. Jinging,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~297115~90068657/manifest
Liaoyuan,Internet Archive,"CIA Reading Room cia-rdp82-00457r001600840004-2: ECONOMIC INFORMATION: STANDARD AND WIDE GAUGE RAILROADS IN CHINESE COMMUNIST-CONTROLLED AREAS, MANCHURIA",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r001600840004-2/manifest.json
Liaoyuan,Internet Archive,CIA Reading Room cia-rdp82-00457r001700490005-9: ECONOMIC INFORMATION: RAILROAD TRAFFIC BETWEEN INNER MONGOLIA AND MANCHURIA,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r001700490005-9/manifest.json
Liaoyuan,Internet Archive,"CIA Reading Room cia-rdp82-00457r001900890006-2: ECONOMIC INFORMATION: COMMUNIST-CONTROLLED RAILROADS, MANCHURIA",https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r001900890006-2/manifest.json
Liaoyuan,Internet Archive,CIA Reading Room cia-rdp82-00457r001800380002-3: ECONOMIC INFORMATION: 1. CHANGE TO WIDE GAUGE OF TUMEN-CHANGCHUN RAILROAD 2. SCHEDULE OF LIAOYUAN-TSITSIHAR RAILROAD,https://iiif.archivelab.org/iiif/cia-readingroom-document-cia-rdp82-00457r001800380002-3/manifest.json
Luzhou,Bibliothèque nationale de France (BnF) / Gallica,Kreiskarte Lüchow-Dannenberg (Land Niedersachsen),https://gallica.bnf.fr/iiif/ark:/12148/btv1b531983613/manifest.json
Luzhou,David Rumsey Map Collection,Luchaw Fürstl. Schloss vnd Statt (with) Lautenthal F.B.L. Freije Bergstatt auff dem Hartz,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~380993~90146881/manifest
Nanchang,Bibliothèque nationale de France (BnF) / Gallica,(Ti yi t'ou. Chan-si cheng houei ts'iuen t'ou). [Carte I. Plan général de la capitale de la province de Chan-si. 1 : 5 000 environ],https://gallica.bnf.fr/iiif/ark:/12148/btv1b530710875/manifest.json
Nanchang,David Rumsey Map Collection,23. Nanchang,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~297097~90068774/manifest
Nanchang,David Rumsey Map Collection,Kiangsi. Stanford's Geographical Establishment,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~291053~90062606/manifest
Nanchang,David Rumsey Map Collection,"10. Kiangsi, China.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288152~90059560/manifest
Nanchang,Bibliothèque nationale de France (BnF) / Gallica,"Atlas des colonies françaises : 27 planches de cartes, texte explicatif, index alphabétique / dressé par ordre du Ministère des Colonies par Paul Pelet",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11001831/manifest.json
Nanchang,Bibliothèque nationale de France (BnF) / Gallica,"Atlas colonial français : colonies, protectorats et pays sous mandat / cartes et texte du Commandant P. Pollacchi",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100182m/manifest.json
Nanchang,Bibliothèque nationale de France (BnF) / Gallica,"Essai d'Atlas statistique de l'Indochine française : Indochine physique, population, administration, finances, agriculture, commerce, industrie / par Henri Brenier, ... ; Gouvernement général de l'Indochine",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1100178q/manifest.json
