map_id,title,manifest_url,image_service_url,area_sq_m,scale,bounds,center,viewer_url,editor_url,xyz_tile_url_arcgis,xyz_tile_url_standard,tilejson_url,annotation_url
acd8defed3be61ed,chengdu-1894,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1894,53091242.14,0.81,"[104.021341, 30.626878, 104.121647, 30.701239]","[104.071494, 30.664058]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/acd8defed3be61ed,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1894/info.json,https://allmaps.xyz/maps/acd8defed3be61ed/{level}/{col}/{row}.png,https://allmaps.xyz/maps/acd8defed3be61ed/{z}/{x}/{y}.png,https://allmaps.xyz/maps/acd8defed3be61ed/tiles.json,https://annotations.allmaps.org/maps/acd8defed3be61ed
9f94ff36380b1147,chengdu-1903,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1903,53734380.48,0.42,"[104.019666, 30.634845, 104.108455, 30.699051]","[104.06406, 30.666948]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/9f94ff36380b1147,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1903/info.json,https://allmaps.xyz/maps/9f94ff36380b1147/{level}/{col}/{row}.png,https://allmaps.xyz/maps/9f94ff36380b1147/{z}/{x}/{y}.png,https://allmaps.xyz/maps/9f94ff36380b1147/tiles.json,https://annotations.allmaps.org/maps/9f94ff36380b1147
2be3ce18c40da0c2,chengdu-1911,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1911,24944832.21,1.41,"[104.036733, 30.638778, 104.094089, 30.685292]","[104.065411, 30.662035]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/2be3ce18c40da0c2,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1911/info.json,https://allmaps.xyz/maps/2be3ce18c40da0c2/{level}/{col}/{row}.png,https://allmaps.xyz/maps/2be3ce18c40da0c2/{z}/{x}/{y}.png,https://allmaps.xyz/maps/2be3ce18c40da0c2/tiles.json,https://annotations.allmaps.org/maps/2be3ce18c40da0c2
493637a155443cd2,chengdu-1915-left,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1915-left,19122454.08,2.29,"[104.027965, 30.637715, 104.064194, 30.688067]","[104.046079, 30.662891]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/493637a155443cd2,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1915-left/info.json,https://allmaps.xyz/maps/493637a155443cd2/{level}/{col}/{row}.png,https://allmaps.xyz/maps/493637a155443cd2/{z}/{x}/{y}.png,https://allmaps.xyz/maps/493637a155443cd2/tiles.json,https://annotations.allmaps.org/maps/493637a155443cd2
b4d3de34f5ad8f35,chengdu-1915-right,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1915-right,20040575.48,2.29,"[104.063238, 30.63669, 104.100939, 30.688345]","[104.082089, 30.662518]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/b4d3de34f5ad8f35,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1915-right/info.json,https://allmaps.xyz/maps/b4d3de34f5ad8f35/{level}/{col}/{row}.png,https://allmaps.xyz/maps/b4d3de34f5ad8f35/{z}/{x}/{y}.png,https://allmaps.xyz/maps/b4d3de34f5ad8f35/tiles.json,https://annotations.allmaps.org/maps/b4d3de34f5ad8f35
d9fd931c425aa223,chengdu-1933,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1933,31760874.54,1.58,"[104.034673, 30.63809, 104.099105, 30.685377]","[104.066889, 30.661733]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/d9fd931c425aa223,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1933/info.json,https://allmaps.xyz/maps/d9fd931c425aa223/{level}/{col}/{row}.png,https://allmaps.xyz/maps/d9fd931c425aa223/{z}/{x}/{y}.png,https://allmaps.xyz/maps/d9fd931c425aa223/tiles.json,https://annotations.allmaps.org/maps/d9fd931c425aa223
27cc9cc218ae607f,chengdu-1944,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1944,389066842.93,0.24,"[103.97468, 30.572132, 104.167771, 30.788812]","[104.071225, 30.680472]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/27cc9cc218ae607f,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1944/info.json,https://allmaps.xyz/maps/27cc9cc218ae607f/{level}/{col}/{row}.png,https://allmaps.xyz/maps/27cc9cc218ae607f/{z}/{x}/{y}.png,https://allmaps.xyz/maps/27cc9cc218ae607f/tiles.json,https://annotations.allmaps.org/maps/27cc9cc218ae607f
5f8cec2db69ece7f,chengdu-1947,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1947,100568024.47,1.17,"[104.006511, 30.621819, 104.1249, 30.703854]","[104.065705, 30.662837]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/5f8cec2db69ece7f,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1947/info.json,https://allmaps.xyz/maps/5f8cec2db69ece7f/{level}/{col}/{row}.png,https://allmaps.xyz/maps/5f8cec2db69ece7f/{z}/{x}/{y}.png,https://allmaps.xyz/maps/5f8cec2db69ece7f/tiles.json,https://annotations.allmaps.org/maps/5f8cec2db69ece7f
b5c9b29c5f18cbd0,chengdu-1979,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1979,214572366.72,0.79,"[104.010585, 30.5929, 104.157693, 30.731968]","[104.084139, 30.662434]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/b5c9b29c5f18cbd0,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1979/info.json,https://allmaps.xyz/maps/b5c9b29c5f18cbd0/{level}/{col}/{row}.png,https://allmaps.xyz/maps/b5c9b29c5f18cbd0/{z}/{x}/{y}.png,https://allmaps.xyz/maps/b5c9b29c5f18cbd0/tiles.json,https://annotations.allmaps.org/maps/b5c9b29c5f18cbd0
f3f648933e491f47,chengdu-1989,,https://s3.ap-southeast-1.wasabisys.com/portkey/tools/chengdu-historical-map/iiif/chengdu-1989,210228805.85,0.37,"[103.99807, 30.591638, 104.160701, 30.717722]","[104.079385, 30.65468]",https://viewer.allmaps.org/?url=https://annotations.allmaps.org/maps/f3f648933e491f47,https://editor.allmaps.org/images?url=https%3A%2F%2Fs3.ap-southeast-1.wasabisys.com%2Fportkey%2Ftools%2Fchengdu-historical-map%2Fiiif%2Fchengdu-1989/info.json,https://allmaps.xyz/maps/f3f648933e491f47/{level}/{col}/{row}.png,https://allmaps.xyz/maps/f3f648933e491f47/{z}/{x}/{y}.png,https://allmaps.xyz/maps/f3f648933e491f47/tiles.json,https://annotations.allmaps.org/maps/f3f648933e491f47
